stratum	lon	lat
blue1	-6.438531	57.96754
blue1	-6.390083	57.9722
blue1	-6.365859	58.00012
blue1	-6.345095	58.05131
blue1	-6.355477	58.10715
blue1	-6.327793	58.13973
blue1	-6.331253	58.163
blue1	-6.272424	58.163
blue1	-6.241279	58.14438
blue1	-6.172067	58.16765
blue1	-6.12708	58.20488
blue1	-6.106317	58.24211
blue1	-6.137462	58.28399
blue1	-6.18591	58.26072
blue1	-6.227436	58.24211
blue1	-6.25166	58.25141
blue1	-6.230897	58.27003
blue1	-6.196291	58.2933
blue1	-6.165146	58.30726
blue1	-6.123619	58.31657
blue1	-6.134001	58.3631
blue1	-6.175528	58.37241
blue1	-6.147843	58.38637
blue1	-6.134001	58.43756
blue1	-6.178988	58.4934
blue1	-6.227436	58.53063
blue1	-6.279345	58.53529
blue1	-6.320872	58.50271
blue1	-6.37278	58.4841
blue1	-6.438531	58.44687
blue1	-6.507742	58.41429
blue1	-6.583874	58.37241
blue1	-6.639243	58.3631
blue1	-6.698073	58.34914
blue2	-8.152332	56.2638
blue2	-8.09268	56.2692
blue2	-8.068456	56.30161
blue2	-8.023468	56.30161
blue2	-7.999244	56.32862
blue2	-7.860822	56.33402
blue2	-7.840058	56.29621
blue2	-7.795071	56.29621
blue2	-7.767387	56.33402
blue2	-7.698175	56.32862
blue2	-7.66357	56.37183
blue2	-7.559753	56.37183
blue2	-7.532068	56.39884
blue2	-7.203315	56.40424
blue2	-7.165249	56.37183
blue2	-7.092577	56.37183
blue2	-7.068353	56.39884
blue2	-7.026826	56.36643
blue2	-6.80535	56.37183
blue2	-6.829574	56.39884
blue2	-6.798429	56.43665
blue2	-6.756902	56.43125
blue2	-6.736139	56.40424
blue2	-6.55619	56.40424
blue2	-6.531966	56.43665
blue2	-6.462755	56.43125
blue2	-6.37278	56.50687
blue2	-6.345095	56.50687
blue2	-6.320872	56.43665
blue2	-6.258581	56.42045
blue2	-6.255121	56.37183
blue2	-5.749879	55.5562
blue2	-5.746418	55.46978
blue2	-5.832932	55.40496
blue2	-5.836393	55.30233
blue2	-5.791406	55.25912
blue2	-5.735	55.25912
blue2	-5.35	55
blue2	-5.950591	55
blue2	-5.94367	55.04306
blue2	-5.981736	55.10787
blue2	-6.023263	55.08627
blue2	-6.019803	55.1835
blue2	-6.019803	55.23751
blue2	-5.919446	55.33474
blue2	-5.919446	55.36715
blue2	-5.88138	55.39956
blue2	-5.88138	55.43737
blue2	-5.749879	55.5562
blue2	-6.255121	56.37183
blue2	-6.462755	56.37183
blue2	-6.486979	56.32322
blue2	-6.480057	56.2638
blue2	-6.43507	56.21519
blue2	-6.469676	56.21519
blue2	-6.535426	56.15037
blue2	-6.570032	56.15037
blue2	-6.597717	56.11256
blue2	-6.698073	56.11796
blue2	-6.729218	56.08555
blue2	-6.839956	56.08555
blue2	-6.86418	56.05314
blue2	-6.909167	56.05314
blue2	-6.933391	56.02073
blue2	-7.009523	56.01533
blue2	-7.019905	55.99913
blue2	-7.019905	55.92891
blue2	-7.030287	55.9181
blue2	-7.206776	55.9127
blue2	-7.217157	55.9019
blue2	-7.217157	55.86949
blue2	-7.227539	55.85329
blue2	-7.365961	55.85329
blue2	-7.376343	55.83168
blue2	-7.362501	55.81007
blue2	-7.369422	55.78847
blue2	-7.400567	55.78847
blue2	-7.469778	55.71825
blue2	-7.53899	55.71825
blue2	-7.570135	55.68044
blue2	-7.608201	55.68044
blue2	-7.635885	55.65343
blue2	-7.774308	55.64803
blue2	-7.836598	55.58861
blue2	-7.867743	55.58861
blue2	-7.933494	55.54
blue2	-8.03385	55.45357
blue2	-8.082298	55.45357
blue2	-8.103061	55.48598
blue2	-8.16531	55.46841
blue2	-8.196455	55.49833
blue2	-8.237981	55.50207
blue2	-8.266531	55.53572
blue2	-8.326226	55.53199
blue2	-8.365157	55.56564
blue2	-8.334012	55.60678
blue2	-8.365157	55.63669
blue2	-8.334012	55.67035
blue2	-8.334012	55.69652
blue2	-8.435233	55.79749
blue2	-8.432638	55.86106
blue2	-8.334012	55.96577
blue2	-8.331417	56.00316
blue2	-8.365157	56.03682
blue2	-8.372943	56.07235
blue2	-8.315844	56.11796
blue2	-8.318439	56.15037
blue2	-8.284699	56.22059
blue2	-8.269126	56.23679
blue2	-8.16531	56.2422
blue2	-8.152332	56.2638
lightblue	-8.161005	56.66403
lightblue	-8.078837	56.73899
lightblue	-8.075377	56.77156
lightblue	-8.020008	56.8181
lightblue	-7.9952	56.8228
lightblue	-7.9194	56.7668
lightblue	-7.811	56.7006
lightblue	-7.7269	56.6981
lightblue	-7.6511	56.7337
lightblue	-7.646267	56.76225
lightblue	-7.60474	56.79018
lightblue	-7.556292	56.81344
lightblue	-7.487081	56.86463
lightblue	-7.473239	56.91582
lightblue	-7.428252	56.91582
lightblue	-7.404028	56.95305
lightblue	-7.369422	56.9484
lightblue	-7.224078	57.0787
lightblue	-7.227539	57.12989
lightblue	-7.248302	57.16712
lightblue	-7.251763	57.22762
lightblue	-7.210236	57.26485
lightblue	-7.210236	57.32534
lightblue	-7.189473	57.34861
lightblue	-7.189473	57.42772
lightblue	-7.144485	57.48822
lightblue	-7.127183	57.5301
lightblue	-6.895325	57.5301
lightblue	-6.86418	57.50218
lightblue	-6.833035	57.5301
lightblue	-6.760363	57.53476
lightblue	-6.777666	57.50218
lightblue	-6.80535	57.47891
lightblue	-6.822653	57.43703
lightblue	-6.815732	57.3998
lightblue	-6.760363	57.37188
lightblue	-6.7396	57.34861
lightblue	-6.698073	57.33465
lightblue	-6.635783	57.32534
lightblue	-6.604638	57.30673
lightblue	-6.570032	57.30673
lightblue	-6.535426	57.3393
lightblue	-6.504281	57.32069
lightblue	-6.511202	57.28346
lightblue	-6.466215	57.24158
lightblue	-6.403925	57.18108
lightblue	-6.345095	57.15781
lightblue	-6.2482	57.15316
lightblue	-6.158225	57.15316
lightblue	-6.134001	57.12058
lightblue	-6.075172	57.11128
lightblue	-6.040566	57.14385
lightblue	-6.023263	57.12058
lightblue	-6.061329	57.06939
lightblue	-6.061329	57.03216
lightblue	-6.033645	56.99494
lightblue	-5.936749	57.01355
lightblue	-5.864077	57.06939
lightblue	-5.832932	57.06939
lightblue	-5.832932	57.03682
lightblue	-5.874459	56.97632
lightblue	-5.915986	56.92978
lightblue	-5.950591	56.90652
lightblue	-5.947131	56.86929
lightblue	-5.912525	56.85067
lightblue	-5.912525	56.80414
lightblue	-5.954052	56.79018
lightblue	-5.995579	56.79948
lightblue	-6.040566	56.79948
lightblue	-6.06479	56.77156
lightblue	-6.168607	56.77622
lightblue	-6.168607	56.84137
lightblue	-6.130541	56.84602
lightblue	-6.095935	56.87394
lightblue	-6.089014	56.94375
lightblue	-6.137462	56.97632
lightblue	-6.178988	56.97167
lightblue	-6.223976	56.98563
lightblue	-6.220515	57.0182
lightblue	-6.296648	57.09266
lightblue	-6.352017	57.08801
lightblue	-6.390083	57.06009
lightblue	-6.445452	57.06474
lightblue	-6.504281	57.08801
lightblue	-6.604638	57.08801
lightblue	-6.642704	57.04613
lightblue	-6.653086	56.99494
lightblue	-6.628862	56.97167
lightblue	-6.55619	57.00424
lightblue	-6.511202	57.01355
lightblue	-6.365859	56.91582
lightblue	-6.296648	56.91582
lightblue	-6.289726	56.85998
lightblue	-6.296648	56.80414
lightblue	-6.25166	56.79483
lightblue	-6.203212	56.82741
lightblue	-6.168607	56.84137
lightblue	-6.168607	56.77622
lightblue	-6.220515	56.76691
lightblue	-6.25166	56.73899
lightblue	-6.258581	56.70176
lightblue	-6.234357	56.68314
lightblue	-6.203212	56.65057
lightblue	-6.2482	56.63661
lightblue	-6.31049	56.6273
lightblue	-6.338174	56.61334
lightblue	-6.362398	56.5668
lightblue	-6.37278	56.50687
lightblue	-6.407386	56.479
lightblue	-6.455833	56.51096
lightblue	-6.511202	56.48304
lightblue	-6.531966	56.43665
lightblue	-6.55619	56.40424
lightblue	-6.736139	56.40424
lightblue	-6.756902	56.43125
lightblue	-6.760363	56.47838
lightblue	-6.663467	56.53423
lightblue	-6.563111	56.57611
lightblue	-6.490439	56.60403
lightblue	-6.438531	56.67384
lightblue	-6.441991	56.71572
lightblue	-6.473136	56.72968
lightblue	-6.563111	56.70176
lightblue	-6.632322	56.66918
lightblue	-6.68077	56.63195
lightblue	-6.74306	56.60868
lightblue	-6.808811	56.59007
lightblue	-6.833035	56.5668
lightblue	-7.002602	56.56215
lightblue	-7.026826	56.52492
lightblue	-7.026826	56.46908
lightblue	-7.016445	56.43185
lightblue	-6.964536	56.41323
lightblue	-6.888404	56.42254
lightblue	-6.788047	56.46908
lightblue	-6.760363	56.47838
lightblue	-6.756902	56.43125
lightblue	-6.798429	56.43665
lightblue	-6.829574	56.39884
lightblue	-6.80535	56.37183
lightblue	-7.026826	56.36643
lightblue	-7.068353	56.39884
lightblue	-7.092577	56.37183
lightblue	-7.165249	56.37183
lightblue	-7.203315	56.40424
lightblue	-7.532068	56.39884
lightblue	-7.559753	56.37183
lightblue	-7.66357	56.37183
lightblue	-7.698175	56.32862
lightblue	-7.767387	56.33402
lightblue	-7.795071	56.29621
lightblue	-7.840058	56.29621
lightblue	-7.860822	56.33402
lightblue	-7.999244	56.32862
lightblue	-8.023468	56.30161
lightblue	-8.068456	56.30161
lightblue	-8.09268	56.2692
lightblue	-8.152332	56.2638
lightblue	-8.180882	56.30161
lightblue	-8.180882	56.32862
lightblue	-8.245768	56.39344
lightblue	-8.245768	56.52848
lightblue	-8.165763	56.60174
lightblue	-8.161005	56.66403
pink	-9.117829	54.5
pink	-9.148974	54.52979
pink	-9.15157	54.56345
pink	-9.159356	54.58215
pink	-9.198287	54.57841
pink	-9.250196	54.62702
pink	-9.250196	54.70181
pink	-9.237219	54.71677
pink	-9.164547	54.71677
pink	-9.154165	54.73173
pink	-9.180119	54.76538
pink	-9.15157	54.7953
pink	-9.15157	54.86635
pink	-9.177524	54.89627
pink	-9.138593	54.94862
pink	-9.097066	54.94862
pink	-9.073707	54.97854
pink	-9.03218	54.98228
pink	-9.003631	55.01219
pink	-8.928364	55.01593
pink	-8.9076	55.04959
pink	-8.798592	55.04959
pink	-8.772638	55.08324
pink	-8.731111	55.08324
pink	-8.707753	55.1169
pink	-8.666226	55.1169
pink	-8.637676	55.15055
pink	-8.531264	55.15055
pink	-8.151509	55.23211
pink	-8.212027	55.28892
pink	-8.183477	55.33379
pink	-8.183477	55.39362
pink	-8.157523	55.4385
pink	-8.16531	55.46841
pink	-8.103061	55.48598
pink	-8.082298	55.45357
pink	-8.03385	55.45357
pink	-7.933494	55.54
pink	-7.867743	55.58861
pink	-7.836598	55.58861
pink	-7.774308	55.64803
pink	-7.635885	55.65343
pink	-7.608201	55.68044
pink	-7.570135	55.68044
pink	-7.53899	55.71825
pink	-7.469778	55.71825
pink	-7.400567	55.78847
pink	-7.369422	55.78847
pink	-7.362501	55.81007
pink	-7.376343	55.83168
pink	-7.365961	55.85329
pink	-7.227539	55.85329
pink	-7.217157	55.86949
pink	-7.217157	55.9019
pink	-7.206776	55.9127
pink	-7.030287	55.9181
pink	-7.019905	55.92891
pink	-7.019905	55.99913
pink	-7.009523	56.01533
pink	-6.933391	56.02073
pink	-6.909167	56.05314
pink	-6.86418	56.05314
pink	-6.839956	56.08555
pink	-6.729218	56.08555
pink	-6.698073	56.11796
pink	-6.597717	56.11256
pink	-6.570032	56.15037
pink	-6.535426	56.15037
pink	-6.469676	56.21519
pink	-6.43507	56.21519
pink	-6.397004	56.19898
pink	-6.324332	56.22599
pink	-6.255121	56.23679
pink	-6.220515	56.2638
pink	-6.044027	56.2638
pink	-5.957512	56.27461
pink	-5.815629	56.2476
pink	-5.784484	56.16117
pink	-5.895222	56.11256
pink	-5.978276	56.06395
pink	-6.075172	55.95591
pink	-6.106317	55.94511
pink	-6.140922	55.96672
pink	-6.199752	55.95051
pink	-6.203212	56.00453
pink	-6.130541	56.10176
pink	-6.130541	56.14497
pink	-6.203212	56.15037
pink	-6.25166	56.11796
pink	-6.282805	56.11796
pink	-6.296648	56.05854
pink	-6.334714	56.04774
pink	-6.327793	55.99913
pink	-6.255121	55.97752
pink	-6.203212	56.00453
pink	-6.199752	55.95051
pink	-6.255121	55.9181
pink	-6.317411	55.9073
pink	-6.341635	55.92891
pink	-6.407386	55.8911
pink	-6.476597	55.8911
pink	-6.486979	55.86409
pink	-6.511202	55.77226
pink	-6.55619	55.72365
pink	-6.566571	55.67504
pink	-6.480057	55.65883
pink	-6.393543	55.69124
pink	-6.376241	55.71825
pink	-6.331253	55.66963
pink	-6.358938	55.63722
pink	-6.355477	55.59401
pink	-6.331253	55.5616
pink	-6.234357	55.5616
pink	-6.203212	55.59401
pink	-6.071711	55.61562
pink	-6.012881	55.66423
pink	-6.012881	55.71285
pink	-6.033645	55.73985
pink	-6.030184	55.76686
pink	-5.950591	55.77226
pink	-5.915986	55.83708
pink	-5.853696	55.85869
pink	-5.794866	55.93971
pink	-5.732576	55.8857
pink	-5.691049	55.81007
pink	-5.680668	55.76146
pink	-5.7568	55.73985
pink	-5.794866	55.70744
pink	-5.791406	55.62102
pink	-5.749879	55.5562
pink	-5.88138	55.43737
pink	-5.88138	55.39956
pink	-5.919446	55.36715
pink	-5.919446	55.33474
pink	-6.019803	55.23751
pink	-6.019803	55.1835
pink	-6.071711	55.22671
pink	-6.120159	55.22671
pink	-6.161686	55.29693
pink	-6.237818	55.33474
pink	-6.296648	55.31853
pink	-6.31395	55.25912
pink	-6.542348	55.25372
pink	-6.587335	55.23211
pink	-6.722297	55.22671
pink	-6.760363	55.1943
pink	-6.881483	55.1943
pink	-6.909167	55.23751
pink	-6.947233	55.28613
pink	-7.068353	55.29693
pink	-7.092577	55.32934
pink	-7.144485	55.32934
pink	-7.161788	55.36175
pink	-7.217157	55.36175
pink	-7.248302	55.39416
pink	-7.383264	55.39416
pink	-7.42133	55.39416
pink	-7.431712	55.32394
pink	-7.469778	55.30233
pink	-7.535529	55.30233
pink	-7.566674	55.26992
pink	-7.594359	55.26992
pink	-7.632425	55.30233
pink	-7.691254	55.29693
pink	-7.715478	55.28072
pink	-7.770847	55.25912
pink	-7.864282	55.25912
pink	-7.898888	55.22671
pink	-7.936954	55.22671
pink	-7.957718	55.25372
pink	-8.002705	55.25372
pink	-8.075377	55.1889
pink	-8.141127	55.1943
pink	-8.151509	55.23211
pink	-8.531264	55.15055
pink	-8.502714	55.11316
pink	-8.435233	55.11316
pink	-8.401493	55.08324
pink	-8.466378	55.04211
pink	-8.484546	55.01967
pink	-8.502714	55.01967
pink	-8.53905	55.03463
pink	-8.565004	55.02715
pink	-8.575386	54.99723
pink	-8.572791	54.95984
pink	-8.557218	54.94488
pink	-8.520882	54.94114
pink	-8.510501	54.93366
pink	-8.53905	54.90375
pink	-8.541646	54.85139
pink	-8.559814	54.85139
pink	-8.559814	54.78782
pink	-8.5676	54.7766
pink	-8.60134	54.80652
pink	-8.668821	54.80278
pink	-8.697371	54.78034
pink	-8.733707	54.7766
pink	-8.81676	54.70555
pink	-8.81676	54.66816
pink	-8.803783	54.6345
pink	-8.759661	54.63076
pink	-8.728516	54.6158
pink	-8.674012	54.60084
pink	-8.609127	54.59711
pink	-8.598745	54.58215
pink	-8.559814	54.58215
pink	-8.515691	54.58215
pink	-8.427447	54.58589
pink	-8.398897	54.56719
pink	-8.346989	54.58589
pink	-8.318439	54.60084
pink	-8.282104	54.58215
pink	-8.284699	54.55597
pink	-8.305462	54.52979
pink	-8.308058	54.5
pink	-9.117829	54.5
clyde	-5.489189	55.5
clyde	-5.478808	55.52855
clyde	-5.466696	55.5455
clyde	-5.442472	55.58223
clyde	-5.456314	55.59918
clyde	-5.456314	55.66134
clyde	-5.43209	55.69807
clyde	-5.402675	55.72633
clyde	-5.331734	55.74328
clyde	-5.30751	55.76871
clyde	-5.30751	55.83369
clyde	-5.271174	55.81392
clyde	-5.196772	55.80261
clyde	-5.182929	55.80261
clyde	-5.177739	55.77436
clyde	-5.134482	55.74611
clyde	-5.06527	55.7348
clyde	-5.032395	55.7009
clyde	-4.975296	55.69807
clyde	-4.954532	55.68395
clyde	-4.930308	55.6783
clyde	-4.895703	55.66417
clyde	-4.866288	55.65569
clyde	-4.831682	55.62461
clyde	-4.807458	55.60201
clyde	-4.765932	55.60201
clyde	-4.741708	55.59918
clyde	-4.743438	55.50312
clyde	-4.714023	55.47204
clyde	-4.874939	55.29969
clyde	-4.87667	55.27144
clyde	-4.964914	55.1782
clyde	-4.99952	55.16407
clyde	-5.037586	55.13864
clyde	-5.06527	55.09061
clyde	-5.089494	55.0341
clyde	-5.170817	55.02845
clyde	-5.198502	55
clyde	-5.35	55
clyde	-5.752192	55.26861
clyde	-5.698553	55.26861
clyde	-5.667408	55.28556
clyde	-5.636263	55.27991
clyde	-5.612039	55.25448
clyde	-5.577434	55.24601
clyde	-5.542828	55.27144
clyde	-5.55321	55.30252
clyde	-5.511683	55.33077
clyde	-5.499571	55.34207
clyde	-5.497841	55.37598
clyde	-5.513413	55.39293
clyde	-5.528986	55.43249
clyde	-5.489189	55.5
clyde	-5.36807	55.5
clyde	-5.35609	55.47005
clyde	-5.327541	55.44346
clyde	-5.271739	55.43349
clyde	-5.232808	55.41022
clyde	-5.153648	55.41022
clyde	-5.091357	55.42185
clyde	-5.062808	55.45011
clyde	-5.069296	55.48667
clyde	-5.04464	55.5
clyde	-5.034258	55.51326
clyde	-5.051128	55.53653
clyde	-5.067999	55.53985
clyde	-5.067999	55.56312
clyde	-5.110823	55.58972
clyde	-5.112121	55.63459
clyde	-5.147159	55.68279
clyde	-5.183495	55.70439
clyde	-5.234106	55.73265
clyde	-5.292503	55.73265
clyde	-5.335327	55.7127
clyde	-5.387236	55.68445
clyde	-5.411892	55.63459
clyde	-5.411892	55.60135
clyde	-5.36777	55.53321
clyde	-5.36807	55.5
clyde	-5.489189	55.5
windsock	-6.75	59.08333
windsock	-6	59.5
windsock	-5	59.66667
windsock	-4	60
windsock	-4	59.5
windsock	-6.75	59.08333
