stratum	lon	lat
green1	-7.964046	58.70361
green1	-8	58.73467
green1	-7.966667	58.73499
green1	-7.933333	58.73589
green1	-7.902562	58.76667
green1	-7.9	58.76789
green1	-7.866667	58.76847
green1	-7.833333	58.77132
green1	-7.80465	58.8
green1	-7.8	58.80059
green1	-7.766667	58.80077
green1	-7.733333	58.80124
green1	-7.7	58.8085
green1	-7.675166	58.83333
green1	-7.666667	58.83496
green1	-7.634961	58.86667
green1	-7.633333	58.86847
green1	-7.601799	58.9
green1	-7.600645	58.93333
green1	-7.6	58.93406
green1	-7.567389	58.96667
green1	-7.566667	58.96732
green1	-7.533333	58.97305
green1	-7.506385	59
green1	-7.5	59.00426
green1	-7.47093	59.03333
green1	-7.466667	59.04183
green1	-7.441832	59.06667
green1	-7.067761	59.06427
green1	-6.970865	58.96538
green1	-6.928473	58.9712
green1	-6.898193	58.99446
green1	-6.855801	58.99446
green1	-6.825521	58.9712
green1	-6.795241	58.9712
green1	-6.764961	59.00028
green1	-6.698346	59.00028
green1	-6.66201	59.03518
green1	-6.69229	59.06427
green1	-6.66201	59.09673
green1	-6.1227	59.17745
green1	-6.1227	59.1692
green1	-6.2197	59.1215
green1	-6.3082	59.0406
green1	-6.4641	58.9836
green1	-6.3925	58.9183
green1	-6.1817	59.0241
green1	-6.0974	59.1081
green1	-5.9204	59.1122
green1	-5.853	59.0396
green1	-5.6549	59.1132
green1	-5.5579	59.0977
green1	-5.2629	59.0967
green1	-5.2629	59.0147
green1	-5.1617	58.9929
green1	-4.8625	58.9971
green1	-4.6812	58.9961
green1	-4.6812	58.9961
green1	-4.4115	59.0116
green1	-4.3356	59.0676
green1	-4.3356	59.1112
green1	-4.285	59.1402
green1	-4.6138	59.1444
green1	-5.0437	59.162
green1	-5.0816	59.1796
green1	-5.2713	59.1288
green1	-5.4104	59.1081
green1	-5.5031	59.1267
green1	-5.7476	59.1609
green1	-6.0679	59.1288
green1	-6.1227	59.1692
green1	-6.1227	59.17745
green1	-4	59.5
green1	-4	58.62217
green1	-4.063992	58.62217
green1	-4.094272	58.58145
green1	-4.148776	58.58145
green1	-4.197224	58.58145
green1	-4.26384	58.56982
green1	-4.397072	58.564
green1	-4.469743	58.58727
green1	-4.584807	58.59891
green1	-4.627199	58.59891
green1	-4.651423	58.564
green1	-4.705927	58.59309
green1	-4.736207	58.62217
green1	-4.802823	58.62217
green1	-4.863382	58.63962
green1	-4.960278	58.63962
green1	-4.990558	58.68034
green1	-5.01624	58.63767
green1	-5.064687	58.63767
green1	-5.092372	58.66559
green1	-5.133899	58.67024
green1	-5.165044	58.69816
green1	-5.469573	58.70282
green1	-5.500718	58.73539
green1	-5.870998	58.73074
green1	-5.895222	58.70282
green1	-6.06479	58.69816
green1	-6.095935	58.67024
green1	-6.334714	58.66559
green1	-6.362398	58.63301
green1	-6.400464	58.63301
green1	-6.400464	58.59578
green1	-6.466215	58.53063
green1	-6.49736	58.53063
green1	-6.597717	58.43756
green1	-6.632322	58.43291
green1	-6.694612	58.36776
green1	-6.740737	58.34696
green1	-6.795241	58.32702
green1	-6.831577	58.31372
green1	-6.849745	58.28048
green1	-6.892137	58.28048
green1	-6.922417	58.25389
green1	-7.001145	58.26054
green1	-7.073817	58.24059
green1	-7.134376	58.20735
green1	-7.1586	58.14752
green1	-7.152544	58.08769
green1	-7.140432	58.05445
green1	-7.1823	58.0268
green1	-7.2365	58.0116
green1	-7.3367	57.9912
green1	-7.4207	57.9683
green1	-7.4831	57.9428
green1	-7.54	57.8766
green1	-7.5915	57.8588
green1	-7.6457	57.8461
green1	-7.7351	57.8105
green1	-7.7595	57.8003
green1	-7.7703	57.785
green1	-7.8028	57.7494
green1	-7.8326	57.813
green1	-7.876	57.8461
green1	-7.9004	57.8741
green1	-7.9221	57.9021
green1	-7.8814	57.9505
green1	-7.8381	57.9988
green1	-7.7459	58.037
green1	-7.6836	58.0854
green1	-7.5915	58.1159
green1	-7.5481	58.1286
green1	-7.5074	58.1948
green1	-7.5129	58.2559
green1	-7.4776	58.3374
green1	-7.4614	58.3857
green1	-7.4614	58.3883
green1	-7.586	58.3857
green1	-7.67	58.345
green1	-7.7622	58.3017
green1	-7.8191	58.233
green1	-7.8624	58.1516
green1	-7.9437	58.1108
green1	-8.0196	58.0599
green1	-8.1009	57.981
green1	-8.166	57.9225
green1	-8.2418	57.841
green1	-8.3258	57.7748
green1	-8.4397	57.8079
green1	-8.4586	57.8614
green1	-8.5101	57.8919
green1	-8.6158	57.8996
green1	-8.67	57.8665
green1	-8.6754	57.7977
green1	-8.6104	57.7621
green1	-8.4749	57.7748
green1	-8.334	57.757
green1	-8.3502	57.7188
green1	-8.3367	57.6883
green1	-8.3719	57.6603
green1	-8.3746	57.6323
green1	-8.4153	57.6501
green1	-8.4586	57.6679
green1	-8.4966	57.6526
green1	-8.4803	57.6221
green1	-8.4044	57.5915
green1	-8.3827	57.533
green1	-8.4288	57.449
green1	-8.3556	57.421
green1	-8.3882	57.3497
green1	-8.4369	57.3039
green1	-8.418	57.2505
green1	-8.3394	57.2479
green1	-8.25	57.2759
green1	-8.1795	57.2734
green1	-8.1632	57.2454
green1	-8.2093	57.2225
green1	-8.2364	57.1665
green1	-8.1741	57.1054
green1	-8.0874	57.0392
green1	-8.0603	56.9399
green1	-7.9952	56.8228
green1	-8.020008	56.8181
green1	-8.075377	56.77156
green1	-8.078837	56.73899
green1	-8.161005	56.66403
green1	-8.19905	56.69592
green1	-8.23279	56.69052
green1	-8.230195	56.79315
green1	-8.269126	56.83096
green1	-8.435233	56.83636
green1	-8.497524	56.77155
green1	-8.632485	56.77155
green1	-8.661035	56.80395
green1	-8.655844	56.83096
green1	-8.666226	56.86877
green1	-8.666226	56.90118
green1	-8.697371	56.93359
green1	-8.728516	56.93359
green1	-8.770043	56.9768
green1	-8.806379	56.9768
green1	-8.829738	57.00381
green1	-8.902409	57.00381
green1	-8.933554	57.03622
green1	-8.96989	57.03622
green1	-8.995845	57.06323
green1	-8.99844	57.13885
green1	-9.029585	57.17126
green1	-9.102257	57.17126
green1	-9.128211	57.20367
green1	-9.195692	57.20367
green1	-9.198287	57.24148
green1	-9.299509	57.3333
green1	-9.434887	57.33333
green2	-10.533333	54.50034
green2	-10.500339	54.53333
green2	-10.428517	54.53353
green2	-10.399968	54.56719
green2	-10.363632	54.56719
green2	-10.298746	54.63076
green2	-10.231265	54.6345
green2	-10.202716	54.66442
green2	-10.163784	54.66816
green2	-10.13783	54.69807
green2	-10.098899	54.69807
green2	-10.067754	54.73173
green2	-9.865311	54.73547
green2	-9.800425	54.79904
green2	-9.732944	54.79904
green2	-9.701799	54.83269
green2	-9.662868	54.83643
green2	-9.634318	54.86635
green2	-9.530501	54.87009
green2	-9.499356	54.90001
green2	-9.46302	54.91496
green2	-9.369585	55.00097
green2	-9.398135	55.03089
green2	-9.499356	55.03463
green2	-9.499356	55.16551
green2	-9.46302	55.16551
green2	-9.431875	55.19917
green2	-9.364394	55.20291
green2	-9.335845	55.23656
green2	-9.333249	55.30013
green2	-9.226837	55.30387
green2	-9.145081	55.40858
green2	-9.130806	55.43476
green2	-9.063325	55.50207
green2	-9.02699	55.50207
green2	-8.930959	55.60678
green2	-8.930959	55.63669
green2	-8.905005	55.67035
green2	-8.866073	55.67035
green2	-8.801188	55.73392
green2	-8.759661	55.73392
green2	-8.731111	55.76757
green2	-8.694776	55.76757
green2	-8.60134	55.86854
green2	-8.562409	55.86854
green2	-8.393707	56.0443
green2	-8.372943	56.07235
green2	-8.365157	56.03682
green2	-8.331417	56.00316
green2	-8.334012	55.96577
green2	-8.432638	55.86106
green2	-8.435233	55.79749
green2	-8.334012	55.69652
green2	-8.334012	55.67035
green2	-8.365157	55.63669
green2	-8.334012	55.60678
green2	-8.365157	55.56564
green2	-8.326226	55.53199
green2	-8.266531	55.53572
green2	-8.237981	55.50207
green2	-8.196455	55.49833
green2	-8.16531	55.46841
green2	-8.157523	55.4385
green2	-8.183477	55.39362
green2	-8.183477	55.33379
green2	-8.212027	55.28892
green2	-8.263936	55.28892
green2	-8.276913	55.25526
green2	-8.243172	55.20291
green2	-8.245768	55.18047
green2	-8.282104	55.18047
green2	-8.308058	55.15055
green2	-8.339203	55.14681
green2	-8.401493	55.08324
green2	-8.435233	55.11316
green2	-8.502714	55.11316
green2	-8.531264	55.15055
green2	-8.637676	55.15055
green2	-8.666226	55.1169
green2	-8.707753	55.1169
green2	-8.731111	55.08324
green2	-8.772638	55.08324
green2	-8.798592	55.04959
green2	-8.9076	55.04959
green2	-8.928364	55.01593
green2	-9.003631	55.01219
green2	-9.03218	54.98228
green2	-9.073707	54.97854
green2	-9.097066	54.94862
green2	-9.138593	54.94862
green2	-9.177524	54.89627
green2	-9.15157	54.86635
green2	-9.15157	54.7953
green2	-9.180119	54.76538
green2	-9.154165	54.73173
green2	-9.164547	54.71677
green2	-9.237219	54.71677
green2	-9.250196	54.70181
green2	-9.250196	54.62702
green2	-9.198287	54.57841
green2	-9.159356	54.58215
green2	-9.15157	54.56345
green2	-9.148974	54.52979
green2	-9.117829	54.5
green2	-10.533333	54.50034
blue1	-6.698073	58.34914
blue1	-6.694612	58.36776
blue1	-6.632322	58.43291
blue1	-6.597717	58.43756
blue1	-6.49736	58.53063
blue1	-6.466215	58.53063
blue1	-6.400464	58.59578
blue1	-6.400464	58.63301
blue1	-6.362398	58.63301
blue1	-6.334714	58.66559
blue1	-6.095935	58.67024
blue1	-6.06479	58.69816
blue1	-5.895222	58.70282
blue1	-5.870998	58.73074
blue1	-5.500718	58.73539
blue1	-5.469573	58.70282
blue1	-5.165044	58.69816
blue1	-5.133899	58.67024
blue1	-5.092372	58.66559
blue1	-5.064687	58.63767
blue1	-5.01624	58.63767
blue1	-5.043924	58.60509
blue1	-5.043924	58.56786
blue1	-5.106214	58.54459
blue1	-5.14082	58.50736
blue1	-5.109675	58.46083
blue1	-5.14082	58.4236
blue1	-5.20311	58.40964
blue1	-5.213492	58.40033
blue1	-5.213492	58.3631
blue1	-5.189268	58.33518
blue1	-5.261939	58.25607
blue1	-5.293085	58.25607
blue1	-5.341532	58.27468
blue1	-5.372677	58.27934
blue1	-5.403823	58.27934
blue1	-5.414204	58.27003
blue1	-5.414204	58.20953
blue1	-5.310387	58.13042
blue1	-5.317308	58.10715
blue1	-5.338072	58.1
blue1	-5.372677	58.1
blue1	-5.403823	58.13042
blue1	-5.445349	58.13042
blue1	-5.486876	58.07923
blue1	-5.490337	58.03269
blue1	-5.531863	57.97685
blue1	-5.524942	57.9117
blue1	-5.56993	57.93031
blue1	-5.618377	57.94428
blue1	-5.670286	57.92101
blue1	-5.701431	57.89309
blue1	-5.822551	57.88843
blue1	-5.843314	57.8512
blue1	-5.839853	57.73486
blue1	-5.812169	57.70229
blue1	-5.836393	57.66971
blue1	-5.836393	57.62318
blue1	-5.829472	57.59991
blue1	-5.888301	57.53476
blue1	-5.884841	57.44634
blue1	-5.843314	57.40445
blue1	-5.870998	57.35792
blue1	-5.957512	57.34861
blue1	-5.995579	57.40445
blue1	-5.992118	57.44168
blue1	-5.967894	57.46961
blue1	-5.947131	57.53476
blue1	-5.936749	57.60456
blue1	-5.992118	57.60456
blue1	-6.033645	57.56733
blue1	-6.06825	57.5208
blue1	-6.089014	57.45099
blue1	-6.123619	57.43703
blue1	-6.113238	57.48822
blue1	-6.130541	57.51149
blue1	-6.123619	57.56733
blue1	-6.120159	57.58595
blue1	-6.168607	57.64179
blue1	-6.206673	57.64644
blue1	-6.244739	57.68833
blue1	-6.300108	57.71625
blue1	-6.334714	57.72555
blue1	-6.379701	57.7209
blue1	-6.393543	57.71159
blue1	-6.403925	57.74882
blue1	-6.448912	57.77674
blue1	-6.473136	57.75348
blue1	-6.462755	57.70229
blue1	-6.424688	57.69298
blue1	-6.393543	57.71159
blue1	-6.400464	57.66971
blue1	-6.441991	57.65575
blue1	-6.448912	57.63248
blue1	-6.424688	57.5906
blue1	-6.417767	57.54872
blue1	-6.455833	57.53476
blue1	-6.531966	57.56268
blue1	-6.580414	57.60921
blue1	-6.604638	57.62783
blue1	-6.646164	57.63248
blue1	-6.666928	57.60456
blue1	-6.663467	57.56733
blue1	-6.656546	57.54406
blue1	-6.694612	57.51149
blue1	-6.7396	57.5208
blue1	-6.760363	57.53476
blue1	-6.833035	57.5301
blue1	-6.86418	57.50218
blue1	-6.895325	57.5301
blue1	-7.127183	57.5301
blue1	-6.974918	57.69298
blue1	-6.923009	57.72555
blue1	-6.86764	57.76278
blue1	-6.791508	57.77674
blue1	-6.729218	57.85586
blue1	-6.666928	57.85586
blue1	-6.62194	57.89309
blue1	-6.504281	57.89309
blue1	-6.438531	57.96754
blue1	-6.400464	57.92566
blue1	-6.410846	57.89309
blue1	-6.386622	57.86051
blue1	-6.345095	57.8512
blue1	-6.331253	57.87912
blue1	-6.352017	57.91635
blue1	-6.400464	57.92566
